Names,Formula,CAS No,SMILES,Reference,Exp logp,C,H,N,O,S,P,F,Cl,Br,I,,,
"card-20(22)-enolide, 3-[(2,6-dideoxy-3-o-methyl-",C29H44O7,031087-87-3,O1C(OC2CCC3(C)C4CCC5(C)C(C6COC(=O)C=6)CCC5(O)C4CCC23)CC(OC)C(O)C1C,sangster (1994) ,2.37,29,44,0,7,0,0,0,0,0,0,,36,
1h-pyrazole-4-carbonitrile,C4H3N3,031108-57-3,N#Cc1c[nH]nc1,"hansch,c et al. (1995) ",0.24,4,3,3,0,0,0,0,0,0,0,,7,
"3-acetamido-5-(acetyl-methylamino)-2,4,6-triiodo-n-[2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]benzamide",C18H22I3N3O8,031112-62-6,CN(C(C)=O)c1c(I)c(NC(C)=O)c(I)c(C(=O)NC2C(O)OC(CO)C(O)C2O)c1I,"hansch,c et al. (1995) ",-1.89,18,22,3,8,0,0,0,0,0,3,,32,
"1-propanol, 3-(phenylamino)-",C9H13N1O1,031121-11-6,OCCCNc1ccccc1,"kril,mb & fung,hl (1990) ",0.57,9,13,1,1,0,0,0,0,0,0,,11,
propetamphos,C10H20N1O4P1S1,031218-83-4,CCN[P](=S)(OC)OC(/C)=C\C(=O)OC(C)C,"tomlin,c (1997) ",3.82,10,20,1,4,1,1,0,0,0,0,,17,
"erythromycin, 4-formate""",C38H67N1O14,031357-16-1,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)OC=O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,sangster (1993) ,2.64,38,67,1,14,0,0,0,0,0,0,,53,
"erythromycin, 12-deoxy-, 4-acetate""",C39H69N1O13,031357-18-3,CCC1C(CC(CCC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(CC(O2)C)N(C)C)O)CC=O)C)C)COC3C(C(C(C(O3)C)O)OC)OC,sangster (1993) ,3.23,39,69,1,13,0,0,0,0,0,0,,53,
"erythromycin, 12-deoxy-, 11-acetate",C39H69N1O13,031357-44-5,CCC1C(CC(CCC(=O)C(CC(C(C(C(CC(=O)O1)O)C)OC2C(C(CC(O2)C)N(C)C)O)CC=O)C)C)COC3C(C(C(C(O3)C)O)OC)OC,pomona (1987) ,3.32,39,69,1,13,0,0,0,0,0,0,,53,
124-benzthiadiazin-1-o2-3-me-5-cl,C8H7Cl1N2O2S1,031363-85-6,CC1NS(=O)(=O)c2c(c(Cl)ccc2)N=1,"hansch,c & leo,aj (1985) ",0.72,8,7,2,2,1,0,0,1,0,0,,14,
124-benzthiadiazin-1-o2-3-me-7-f,C8H7F1N2O2S1,031365-74-9,CC1NS(=O)(=O)c2c(ccc(F)c2)N=1,"hansch,c & leo,aj (1985) ",0.62,8,7,2,2,1,0,1,0,0,0,,14,
124-benzthiadiazin-1-o2-3-me-5-me,C9H10N2O2S1,031365-88-5,Cc1c2N=C(C)NS(=O)(=O)c2ccc1,"hansch,c & leo,aj (1985) ",0.52,9,10,2,2,1,0,0,0,0,0,,14,
2-(4-methylphenyl)sulfonyl-1-phenylethanone,C15H14O3S1,031378-03-7,Cc1ccc(cc1)[S](=O)(=O)CC(=O)c2ccccc2,"wang,l et al. (1993) ",2.45,15,14,0,3,1,0,0,0,0,0,,19,
"n,n-dimethylpyrimidin-4-amine",C6H9N3,031401-45-3,CN(C)c1ccncn1,"yamagami,c et al. (1990) ",0.58,6,9,3,0,0,0,0,0,0,0,,9,
"n,n-dimethylpyrimidin-5-amine",C6H9N3,031401-46-4,CN(C)c1cncnc1,"yamagami,c et al. (1990) ",0.46,6,9,3,0,0,0,0,0,0,0,,9,
mebendazole,C16H13N3O3,031431-39-7,COC(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c3ccccc3,sangster (1994) ,2.83,16,13,3,3,0,0,0,0,0,0,,22,
5-methoxypyrimidine,C5H6N2O1,031458-33-0,COc1cncnc1,"yamagami,c et al. (1990) ",0.07,5,6,2,1,0,0,0,0,0,0,,8,
2-(2-methyl-5-nitroimidazol-1-yl)ethyl carbamate,C7H10N4O4,031478-45-2,Cc1ncc(n1CCOC(N)=O)[N+]([O-])=O,sangster (1994) ,-0.29,7,10,4,4,0,0,0,0,0,0,,15,
"2',3,4,4',5'-pcb",C12H5Cl5,031508-00-6,c1(c2ccc(Cl)c(Cl)c2)cc(Cl)c(Cl)cc1Cl,"hansch,c et al. (1995) ",7.12,12,5,0,0,0,0,0,5,0,0,,17,
"1h-purine-2,6-dione, 3-butyl-3,9-dihydro-1-methy",C10H14N4O2,031542-48-0,CCCCN1C2=C(C(=O)N(C1=O)C)NC=N2,sangster (1993) ,1.29,10,14,4,2,0,0,0,0,0,0,,16,
"2,7-dinitrofluoren-9-one",C13H6N2O5,031551-45-8,[O-][N+](=O)c1ccc2c3ccc(cc3C(=O)c2c1)[N+]([O-])=O,"debnath,ak & hansch,c (1992) ",2.84,13,6,2,5,0,0,0,0,0,0,,20,
2-fluoropyrimidine,C4H3F1N2,031575-35-6,Fc1ncccn1,"yamagami,c et al. (1990) ",0.02,4,3,2,0,0,0,1,0,0,0,,7,
"3,5-dichloroacetanilide",C8H7Cl2N1O1,031592-84-4,Clc1cc(Cl)cc(NC(=O)(C))c1,"nakagawa,y et al. (1992) ",3.17,8,7,1,1,0,0,0,2,0,0,,12,
2-[3-(trifluoromethyl)phenyl]morpholine,C11H12F3N1O1,031599-68-5,FC(F)(F)c1cccc(c1)C2CNCCO2,"hansch,c et al. (1995) ",2.18,11,12,1,1,0,0,3,0,0,0,,16,
"1,3,5,8-tetrachloronaphthalene",C10H4Cl4,031604-28-1,Clc1cc(Cl)c2c(Cl)ccc(Cl)c2c1,"hansch,c et al. (1995) ",5.76,10,4,0,0,0,0,0,4,0,0,,14,
"6h-furo[2',3':4,5]oxazolo[3,2-a]pyrimidine-2-methanol, 2,3,3a,9a-tetrahydro-3-hydroxy-6-imino-, [2r-(2.alpha.,3.beta.,3a.beta.,9a.beta.)]-",C9H12N3O4,031698-14-3,OCC1OC2C(OC3=NC(=N)C=CN23)C1O,pomona (1987) ,-2.37,9,12,3,4,0,0,0,0,0,0,,16,
decachlorodiphenyl ether,C12Cl10O1,031710-30-2,Clc1c(Cl)c(Cl)c(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,"kurz,j & ballschmiter,k (1999) ",8.16,12,0,0,1,0,0,0,10,0,0,,23,
"5-(phenylmethyl)-1,3,4-oxadiazol-2-amine",C9H9N3O1,031803-00-6,Nc1oc(Cc2ccccc2)nn1,"hansch,c et al. (1995) ",0.95,9,9,3,1,0,0,0,0,0,0,,13,
"n-(2,2-dimethylpropyl)-n-methylnitrous amide",C6H14N2O1,031820-22-1,CN(CC(C)(C)C)N=O,"hansch,c et al. (1995) ",1.34,6,14,2,1,0,0,0,0,0,0,,9,
2-iodobenzohydrazide,C7H7I1N2O1,031822-03-4,NNC(=O)c1ccccc1I,"hansch,c & leo,aj (1985) ",0.47,7,7,2,1,0,0,0,0,0,1,,11,
"1-(2,6-dimethylphenoxy)propan-2-amine",C11H17N1O1,031828-71-4,CC(N)COc1c(C)cccc1C,"mannhold,r et al. (1990) ",2.15,11,17,1,1,0,0,0,0,0,0,,13,
4-methoxy-2-methylquinoline,C11H11N1O1,031835-53-7,COc1cc(C)nc2ccccc12,"hansch,c & leo,aj (1985) ",2.81,11,11,1,1,0,0,0,0,0,0,,13,
2-[4-(3-oxo-1h-isoindol-2-yl)phenyl]propanoic acid,C17H15N1O3,031842-01-0,CC(C(O)=O)c1ccc(cc1)N2Cc3ccccc3C2=O,sangster (1993) ,2.77,17,15,1,3,0,0,0,0,0,0,,21,
ethyl n-[10-(3-morpholin-4-ylpropanoyl)phenothiazin-2-yl]carbamate,C22H25N3O4S1,031883-05-3,CCOC(=O)Nc1ccc2Sc3ccccc3N(C(=O)CCN4CCOCC4)c2c1,sangster (1994) ,2.98,22,25,3,4,1,0,0,0,0,0,,30,
"5-(1-adamantyl)-6-methylpyrimidine-2,4-diamine",C15H22N4,031935-08-7,Cc1nc(N)nc(N)c1C23CC4CC(CC(C4)C2)C3,"hansch,c et al. (1995) ",2.64,15,22,4,0,0,0,0,0,0,0,,19,
695-02-3,C7H9Br1,031991-53-4,BrC1C2CC3C(C2)C13,"lodge,kb (1999) ",3.11,7,9,0,0,0,0,0,0,1,0,,8,
"5-diethylamino-1,6-dimethyl-3-phenylpyrimidine-2,4-dione",C16H21N3O2,031991-99-8,CCN(CC)C1=C(C)N(C)C(=O)N(C1=O)c2ccccc2,pomona (1987) ,2.11,16,21,3,2,0,0,0,0,0,0,,21,
"5-dimethylamino-6-methyl-1-phenylpyrimidine-2,4-dione",C13H15N3O2,031992-01-5,CN(C)C1=C(C)N(C(=O)NC1=O)c2ccccc2,pomona (1987) ,1.4,13,15,3,2,0,0,0,0,0,0,,18,
"ethyl 6-methyl-4-oxo-6,7,8,9-tetrahydropyrido[1,6-a]pyrimidine-3-carboxylate",C12H16N2O3,032092-14-1,CCOC(=O)C1=CN=C2CCCC(C)N2C1=O,sangster (1994) ,0.62,12,16,2,3,0,0,0,0,0,0,,17,
"6-methyl-6,7,8,9-tetrahydropyrido[6,1-b]pyrimidin-4-one",C9H12N2O1,032092-29-8,CC1CCCC2=NC=CC(=O)N12,sangster (1993) ,0.3,9,12,2,1,0,0,0,0,0,0,,12,
n-methylpyrazin-2-amine,C5H7N3,032111-28-7,CNc1cnccn1,"yamagami,c et al. (1990a) ",0.56,5,7,3,0,0,0,0,0,0,0,,8,
"3,4,6-trichlorocatechol",C6H3Cl3O2,032139-72-3,Oc1c(O)c(Cl)c(Cl)cc1Cl,sangster (1994) ,3.6,6,3,0,2,0,0,0,3,0,0,,11,
"5-diethylamino-3,6-dimethyl-1-phenylpyrimidine-2,4-dione",C16H21N3O2,032150-38-2,CCN(CC)C1=C(C)N(C(=O)N(C)C1=O)c2ccccc2,pomona (1987) ,2.19,16,21,3,2,0,0,0,0,0,0,,21,
"5-dimethylamino-6-methyl-1-phenyl-3-prop-2-enylpyrimidine-2,4-dione",C16H19N3O2,032150-60-0,CN(C)C1=C(C)N(C(=O)N(CC=C)C1=O)c2ccccc2,pomona (1987) ,1.98,16,19,3,2,0,0,0,0,0,0,,21,
"1,6-dimethyl-3-phenyl-5-pyrrolidin-1-ylpyrimidine-2,4-dione",C16H19N3O2,032150-73-5,CN1C(=C(N2CCCC2)C(=O)N(C1=O)c3ccccc3)C,pomona (1987) ,2.26,16,19,3,2,0,0,0,0,0,0,,21,
"1,6-dimethyl-5-morpholin-4-yl-3-phenylpyrimidine-2,4-dione",C16H19N3O3,032150-74-6,CN1C(=C(N2CCOCC2)C(=O)N(C1=O)c3ccccc3)C,pomona (1987) ,0.69,16,19,3,3,0,0,0,0,0,0,,22,
"5-dimethylamino-6-methyl-3-phenyl-1-prop-2-enylpyrimidine-2,4-dione",C16H19N3O2,032150-76-8,CN(C)C1=C(C)N(CC=C)C(=O)N(C1=O)c2ccccc2,pomona (1987) ,1.44,16,19,3,2,0,0,0,0,0,0,,21,
"1-(4-bromo-2,5-dimethoxyphenyl)propan-2-amine",C11H16Br1N1O2,032156-26-6,COc1cc(CC(C)N)c(OC)cc1Br,"hansch,c & leo,aj (1985) ",2.58,11,16,1,2,0,0,0,0,1,0,,15,
(4-tert-butylcyclohexyl) acetate,C12H22O2,032210-23-4,CC(=O)OC1CCC(CC1)C(C)(C)C,us epa (2004) ,4.8,12,22,0,2,0,0,0,0,0,0,,14,
5-(2-hydroxypropan-2-yl)-2-methylcyclohex-2-en-1-ol,C10H18O2,032226-54-3,CC1=CCC(CC1O)C(C)(C)O,"griffin,s et al. (1999) ",1.81,10,18,0,2,0,0,0,0,0,0,,12,
1-(2-fluoroethyl)-1-nitroso-3-(thian-4-yl)urea,C8H14F1N3O2S1,032319-90-7,FCCN(N=O)C(=O)NC1CCSCC1,"hansch,c & leo,aj (1985) ",1.43,8,14,3,2,1,0,1,0,0,0,,15,
3-ethyl-1-phenylsulfonylurea,C9H12N2O3S1,032324-41-7,CCNC(=O)N[S](=O)(=O)c1ccccc1,"cloux,jl et al. (1988) ",0.9,9,12,2,3,1,0,0,0,0,0,,15,
"1,1-dimethyl-3-phenylsulfonylurea",C9H12N2O3S1,032324-42-8,CN(C)C(=O)N[S](=O)(=O)c1ccccc1,"cloux,jl et al. (1988) ",0.28,9,12,2,3,1,0,0,0,0,0,,15,
diethoxy-(phenoxy)-sulfanylidenephosphorane,C10H15O3P1S1,032345-29-2,CCO[P](=S)(OCC)Oc1ccccc1,"hansch,c & leo,aj (1985) ",3.46,10,15,0,3,1,1,0,0,0,0,,15,
1-methylindole-3-carboxylic acid,C10H9N1O2,032387-21-6,Cn1cc(C(O)=O)c2ccccc12,"hansch,c et al. (1995) ",2,10,9,1,2,0,0,0,0,0,0,,13,
quinolin-8-ylurea,C10H9N3O1,032451-61-9,NC(=O)Nc1cccc2cccnc12,"hansch,c et al. (1995) ",1.62,10,9,3,1,0,0,0,0,0,0,,14,
"2-acetamido-n,4-dimethylpentanamide",C9H18N2O2,032483-15-1,CNC(=O)C(CC(C)C)NC(C)=O,"hansch,c & leo,aj (1985) ",0.14,9,18,2,2,0,0,0,0,0,0,,13,
"2-acetamido-n,3-dimethylpentanamide",C9H18N2O2,032483-16-2,CCC(C)C(NC(C)=O)C(=O)NC,"hansch,c & leo,aj (1985) ",0.14,9,18,2,2,0,0,0,0,0,0,,13,
tiaramide,C15H18Cl1N3O3S1,032527-55-2,OCCN1CCN(CC1)C(=O)CN2C(=O)Sc3ccc(Cl)cc23,"hansch,c et al. (1995) ",1.04,15,18,3,3,1,0,0,1,0,0,,23,
"1,2,3,4,5-pentabromo-6-(2,4,5-tribromophenoxy)benzene",C12H2Br8O1,032536-52-0,Brc1cc(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1Br,"geyer,hj et al. (2000) ",8.71,12,2,0,1,0,0,0,0,8,0,,21,
"methyl 4-methyl-1,2,5-oxadiazole-3-carboxylate",C5H6N2O3,032551-31-8,COC(=O)c1nonc1C,"calvino,r et al. (1992) ",0.94,5,6,2,3,0,0,0,0,0,0,,10,
"4-methyl-1,2,5-oxadiazole-3-carboxamide",C4H5N3O2,032551-33-0,Cc1nonc1C(N)=O,"calvino,r et al. (1992) ",0.31,4,5,3,2,0,0,0,0,0,0,,9,
p(n-2clet-n-acetyl)aminophacetic acid,C12H14Cl1N1O3,032562-52-0,CC(=O)N(c1ccc(CC(=O)(O))cc1)CCCl,"hansch,c & leo,aj (1985) ",1.2,12,14,1,3,0,0,0,1,0,0,,17,
"2,3',4,4'-tetrachlorobiphenyl",C12H6Cl4,032598-10-0,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2,biobyte (1995) ,6.31,12,6,0,0,0,0,0,4,0,0,,16,
"2,3',4',5-tetrachlorobiphenyl",C12H6Cl4,032598-11-1,Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,"hansch,c et al. (1995) ",6.23,12,6,0,0,0,0,0,4,0,0,,16,
"3,3',4,4'-tetrachlorobiphenyl",C12H6Cl4,032598-13-3,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2,"debruijn,j et al. (1989) ",6.63,12,6,0,0,0,0,0,4,0,0,,16,
"2,3,3',4,4'-pentachloro-1,1'-biphenyl",C12H5Cl5,032598-14-4,Clc1ccc(cc1Cl)c2ccc(Cl)c(Cl)c2Cl,sangster (1994) ,6.79,12,5,0,0,0,0,0,5,0,0,,17,
acetyloxymethyl 2-acetyloxybenzoate,C12H12O6,118247-06-6,CC(=O)OCOC(=O)c1ccccc1OC(C)=O,biobyte starlist (2009) ,1.42,12,12,0,6,0,0,0,0,0,0,,18,
"(2,5-dioxopyrrolidin-1-yl)methyl 2-acetyloxybenzoate",C14H13N1O6,032620-72-7,CC(=O)Oc1ccccc1C(=O)OCN2C(=O)CCC2=O,"nielsen,nm & bundgaard,h (1989) ",0.5,14,13,1,6,0,0,0,0,0,0,,21,
2-chloroethylbenzhydryl ether,C15H15Cl1O1,032669-06-0,ClCCOC(c1ccccc1)c2ccccc2,chemicals inspection and testing institu (1992) ,4.38,15,15,0,1,0,0,0,1,0,0,,17,
"2,4,4',5-tetrachlorobiphenyl",C12H6Cl4,032690-93-0,Clc1ccc(cc1)c2cc(Cl)c(Cl)cc2Cl,"hansch,c et al. (1995) ",6.67,12,6,0,0,0,0,0,4,0,0,,16,
n-[4-(4-aminophenyl)sulfonylphenyl]hydroxylamine,C12H12N2O3S1,032695-27-5,Nc1ccc(cc1)[S](=O)(=O)c2ccc(NO)cc2,"altomare,c et al. (1991) ",0.88,12,12,2,3,1,0,0,0,0,0,,18,
4-methoxy-3-methylbenzaldehyde,C9H10O2,032723-67-4,COc1ccc(C=O)cc1C,"hansch,c et al. (1995) ",2.23,9,10,0,2,0,0,0,0,0,0,,11,
2-ethoxy-3-methylpyrazine,C7H10N2O1,032737-14-7,CCOc1nccnc1C,"yamagami,c et al. (1990) ",1.82,7,10,2,1,0,0,0,0,0,0,,10,
"n,n-dimethylpyrazine-2-carboxamide",C7H9N3O1,032743-27-4,CN(C)C(=O)c1cnccn1,"yamagami,c et al. (1990a) ",-0.8,7,9,3,1,0,0,0,0,0,0,,11,
"3-(4-tert-butylphenyl)-1,1-dimethylurea",C13H20N2O1,032745-69-0,CN(C)C(=O)Nc1ccc(cc1)C(C)(C)C,"hansch,c et al. (1995) ",3.1,13,20,2,1,0,0,0,0,0,0,,16,
glycohyocholic acid,C26H43N1O6,032747-08-3,OC1C(O)C4CC(O)CCC4(C)C2CCC3(C)C(C(C)CCC(=O)NCC(=O)O)CCC3C12,"roda,a et al. (1990) ",1.9,26,43,1,6,0,0,0,0,0,0,,33,
"benzene, 1,2-dichloro-3-methyl-",C7H6Cl2,032768-54-0,Cc1cccc(Cl)c1Cl,biobyte (1995) ,3.96,7,6,0,0,0,0,0,2,0,0,,9,
"3,3',4,4',5,5'-pcb",C12H4Cl6,032774-16-6,c1(c2cc(Cl)c(Cl)c(Cl)c2)cc(Cl)c(Cl)c(Cl)c1,"debruijn,j et al. (1989) ",7.41,12,4,0,0,0,0,0,6,0,0,,18,
prop-1-en-2-yloxymethylbenzene,C10H12O1,032783-20-3,CC(=C)OCc1ccccc1,sangster (1993) ,2.41,10,12,0,1,0,0,0,0,0,0,,11,
procymidone,C13H11Cl2N1O2,032809-16-8,CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3,"saito,h et al. (1993) ",3.08,13,11,1,2,0,0,0,2,0,0,,18,
"4-amino-1-(7-hydroxy-3,6-dioxabicyclo[2.2.1]heptan-2-yl)pyrimidin-2-one",C9H11N3O4,032830-01-6,NC1=NC(=O)N(C=C1)C2OC3COC2C3O,biobyte (1995) ,-1.64,9,11,3,4,0,0,0,0,0,0,,16,
2-[4-(trifluoromethyl)phenyl]acetic acid,C9H7F3O2,032857-62-8,OC(=O)Cc1ccc(cc1)C(F)(F)F,"hansch,c et al. (1995) ",2.45,9,7,0,2,0,0,3,0,0,0,,14,
2-(4-tert-butylphenyl)acetic acid,C12H16O2,032857-63-9,CC(C)(C)c1ccc(CC(O)=O)cc1,sangster (1993) ,2.98,12,16,0,2,0,0,0,0,0,0,,14,
(2-iodophenyl) acetate,C8H7I1O2,032865-61-5,CC(=O)Oc1ccccc1I,"hansch,c et al. (1995) ",2.55,8,7,0,2,0,0,0,0,0,1,,11,
"propanenitrile, 2-[[4-chloro-6-(cyclopropylamino",C10H13Cl1N6,032889-48-8,n1c(NC2CC2)nc(Cl)nc1NC(C)(C)C(#N),"liu,j & qian,c (1995) ",1.99,10,13,6,0,0,0,0,1,0,0,,17,
1-furan-3-yl-4-hydroxypentan-1-one,C9H12O3,032954-58-8,CC(O)CCC(=O)c1cocc1,"hansch,c et al. (1995) ",0.84,9,12,0,3,0,0,0,0,0,0,,12,
1-quinolin-3-ylethanone,C11H9N1O1,033021-53-3,CC(=O)c1cnc2ccccc2c1,"hansch,c et al. (1995) ",1.76,11,9,1,1,0,0,0,0,0,0,,13,
1-no-1-(2clet)-3(4sulfapyranyl)urea,C8H14Cl1N3O2S1,033022-01-4,ClCCN(C(=O)NC1CCSCC1)N=O,"hansch,c & leo,aj (1985) ",2.07,8,14,3,2,1,0,0,1,0,0,,15,
1-no-1-(2clet)-3(4thiopyranso2)urea,C8H14Cl1N3O4S1,033022-02-5,ClCCN(C(=O)NC1CCS(=O)(=O)CC1)N=O,"hansch,c & leo,aj (1985) ",0.19,8,14,3,4,1,0,0,1,0,0,,17,
1-no-1-(2clet)-3(cyhx-35-dithian)urea,C7H12Cl1N3O2S2,033022-04-7,ClCCN(C(=O)NC1CSCSC1)N=O,"hansch,c & leo,aj (1985) ",2.08,7,12,3,2,2,0,0,1,0,0,,15,
1-no-1-(2clet)-3(m-di-so2pyran)urea,C7H12Cl1N3O6S2,033022-05-8,ClCCN(C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1)N=O,"hansch,c & leo,aj (1985) ",-0.94,7,12,3,6,2,0,0,1,0,0,,19,
"3-(1,3-dithian-5-yl)-1-(2-fluoroethyl)-1-nitrosourea",C7H12F1N3O2S2,033024-47-4,FCCN(N=O)C(=O)NC1CSCSC1,"hansch,c & leo,aj (1985) ",1.54,7,12,3,2,2,0,1,0,0,0,,15,
"2,3,4,4'-pcb",C12H6Cl4,033025-41-1,c1(c2ccc(Cl)cc2)ccc(Cl)c(Cl)c1Cl,"hansch,c et al. (1995) ",5.84,12,6,0,0,0,0,0,4,0,0,,16,
"n'-(2,4-dimethylphenyl)-n-[(2,4-dimethylphenyl)iminomethyl]-n-methylmethanimidamide",C19H23N3,033089-61-1,CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,"hansch,c et al. (1995) ",5.5,19,23,3,0,0,0,0,0,0,0,,22,
"methanimidamide, n-(2,4-dimethylphenyl)-n'-methy",C10H14N2,033089-74-6,C(NC)=Nc1c(C)cc(C)cc1,sangster (1994) ,2.92,10,14,2,0,0,0,0,0,0,0,,12,
n-(2-ethylphenyl)acetamide,C10H13N1O1,033098-65-6,CCc1ccccc1NC(C)=O,"nakagawa,y et al. (1992) ",1.32,10,13,1,1,0,0,0,0,0,0,,12,
"n-(2,6-dibromophenyl)acetamide",C8H7Br2N1O1,033098-80-5,CC(=O)Nc1c(Br)cccc1Br,"nakagawa,y et al. (1992) ",1.53,8,7,1,1,0,0,0,0,2,0,,12,
"1,4,7,10,13-pentaoxacyclopentadecane",C10H20O5,033100-27-5,C1COCCOCCOCCOCCO1,"hansch,c et al. (1995) ",-0.48,10,20,0,5,0,0,0,0,0,0,,15,
3-methyladamantan-1-amine,C11H19N1,033103-93-4,CC12CC3CC(C1)CC(N)(C3)C2,"hansch,c & leo,aj (1985) ",3.01,11,19,1,0,0,0,0,0,0,0,,12,
ethyl 3-(1-phenylethyl)imidazole-4-carboxylate,C14H16N2O2,033125-97-2,CCOC(=O)c1cncn1C(C)c2ccccc2,pomona (1987) ,3.05,14,16,2,2,0,0,0,0,0,0,,18,
2-(4-bromophenylmethyl)-5-chlorobenzimidazole,C14H10Br1Cl1N2,033138-16-8,C1=CC(=CC=C1CC2=NC3=C(N2)C=C(C=C3)Cl)Br,"ertepinar,h et al. (1995) ",5.38,14,10,2,0,0,0,0,1,1,0,,18,
"2,6-dichlorobiphenyl",C12H8Cl2,033146-45-1,Clc1cccc(Cl)c1c2ccccc2,"hansch,c & leo,aj (1985) ",4.98,12,8,0,0,0,0,0,2,0,0,,14,
3-dimethylaminobenzamide,C9H12N2O1,033225-17-1,CN(C)c1cccc(c1)C(N)=O,"hansch,c & leo,aj (1985) ",0.95,9,12,2,1,0,0,0,0,0,0,,12,
(4-amylphenyl)amine,C11H17N1,033228-44-3,CCCCCc1ccc(N)cc1,"hansch,c et al. (1995) ",3.39,11,17,1,0,0,0,0,0,0,0,,12,
4-hexylaniline,C12H19N1,033228-45-4,CCCCCCc1ccc(N)cc1,"schultz,tw et al. (1989) ",4.21,12,19,1,0,0,0,0,0,0,0,,13,
2-[[4-(bis(2-hydroxyethyl)amino)-2-nitrophenyl]amino]ethanol,C12H19N3O5,033229-34-4,OCCNc1ccc(cc1[N+]([O-])=O)N(CCO)CCO,iarc (1993) ,1.7,12,19,3,5,0,0,0,0,0,0,,20,
"2,4-dichlorobiphenyl",C12H8Cl2,033284-50-3,Clc1ccc(c(Cl)c1)c2ccccc2,sangster (1993) ,5.16,12,8,0,0,0,0,0,2,0,0,,14,
"3,3',5,5'-tetrachlorobiphenyl",C12H6Cl4,033284-52-5,Clc1cc(Cl)cc(c1)c2cc(Cl)cc(Cl)c2,sangster (1994) ,6.6,12,6,0,0,0,0,0,4,0,0,,16,
"2,3,4,5-pcb",C12H6Cl4,033284-53-6,c1(c2ccccc2)cc(Cl)c(Cl)c(Cl)c1Cl,"hansch,c et al. (1995) ",6.41,12,6,0,0,0,0,0,4,0,0,,16,
"[5-(2-dimethylaminoethyl)-2-(4-methoxyphenyl)-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl] acetate",C22H26N2O4S1,033286-22-5,COc1ccc(cc1)C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O,"hansch,c & leo,aj (1985) ",2.7,22,26,2,4,1,0,0,0,0,0,,29,
"5-(phenylmethyl)-1,3-thiazolidine-2,4-dione",C10H9N1O2S1,033321-31-2,O=C1NC(=O)C(Cc2ccccc2)S1,"lipinski,ca et al. (1991) ",1.98,10,9,1,2,1,0,0,0,0,0,,14,
4-dimethylaminodiazenylbenzamide,C9H12N4O1,033330-91-5,CN(C)N=Nc1ccc(cc1)C(N)=O,"hansch,c et al. (1995) ",1.2,9,12,4,1,0,0,0,0,0,0,,14,
2-chloro-6-amino-pyrazine,C4H4Cl1N3,033332-28-4,Nc1cncc(Cl)n1,"yamagami,c & takao,n (1991) ",0.95,4,4,3,0,0,0,0,1,0,0,,8,
"pyrazinamine, 5-chloro-",C4H4Cl1N3,033332-29-5,Nc1cnc(Cl)cn1,"yamagami,c et al. (1990) ",0.67,4,4,3,0,0,0,0,1,0,0,,8,
2-chloro-6-methoxy-pyrazine,C5H5Cl1N2O1,033332-30-8,COc1cncc(Cl)n1,"yamagami,c & takao,n (1991) ",1.65,5,5,2,1,0,0,0,1,0,0,,9,
"pyrazine, 2-chloro-5-methoxy-",C5H5Cl1N2O1,033332-31-9,COc1cnc(Cl)cn1,"yamagami,c et al. (1991) ",1.52,5,5,2,1,0,0,0,1,0,0,,9,
"1,2-bis(2-methoxyethoxy)benzene",C12H18O4,033332-53-5,COCCOc1ccccc1OCCOC,"hansch,c & leo,aj (1985) ",1.12,12,18,0,4,0,0,0,0,0,0,,16,
"5-ethyl-5-propyl-1,3-diazinane-2,4,6-trione",C9H14N2O3,033376-25-9,CCCC1(CC)C(=O)NC(=O)NC1=O,"hansch,c et al. (1995) ",0.66,9,14,2,3,0,0,0,0,0,0,,14,
6-bromo-4-phenyl-1h-quinazolin-2-one,C14H9Br1N2O1,033443-53-7,Brc1ccc2NC(=O)N=C(c3ccccc3)c2c1,"hansch,c & leo,aj (1985) ",2.71,14,9,2,1,0,0,0,0,1,0,,18,
"methyl 6-methyl-4-oxo-6,7,8,9-tetrahydropyrido[1,6-a]pyrimidine-3-carboxylate",C11H14N2O3,033484-38-7,COC(=O)C1=CN=C2CCCC(C)N2C1=O,sangster (1994) ,0.16,11,14,2,3,0,0,0,0,0,0,,16,
